Hotel_Name,Price,Rating,Reviews,City,Rating_status
Spacious 4-Bedroom Apt Ideal for Small Gatherings,4765,9.4,125,Hyderabad,High
"3bhk By Rosso, Madhapur",5956,9.2,5,Hyderabad,High
Mango Suites Viera,6435,8.3,631,Hyderabad,High
KP Suites,1535,8,9,Hyderabad,High
Sitara Grand Kukatpally,2631,7.4,5736,Hyderabad,Medium
Silverkey Executive Stays 62075 Sanath Nagar,1620,7.6,3006,Hyderabad,Medium
Super Collection O Madhapur Near Cyber Tower,1821,8.6,204,Hyderabad,High
WEST FRONT Shaakya Lavish Hygiene Three bhk flats,8337,9.5,57,Hyderabad,High
Spacious & Tranquil 3BHK Haven,5597,9.5,6,Hyderabad,High
Hotel Sky International,1953,8.5,691,Hyderabad,High
"Modern & Cozy 3BHK, Madhapur",7146,9.6,15,Hyderabad,High
Tabla Pride Banjara Hills,3488,7.6,1112,Hyderabad,Medium
Santosh Castle,1074,6.9,10,Hyderabad,Medium
Serene 3BHK Upscale Apt in CityCenter by SeraiStays,3826,7,8,Hyderabad,Medium
Oyo 63265 Sri Nirvana Inn,1794,8.1,213,Hyderabad,High
Central Park,2349,7.6,3016,Hyderabad,Medium
Luxurious 2BHK @ Attapur P#258,3049,9.2,82,Hyderabad,High
Ultra-Modern Furnished 2 BHK Near JNTU Campus,3974,9.7,13,Hyderabad,High
Modern Luxury Flat - Santosh Nagar - Hyderabad,2597,9.7,133,Hyderabad,High
Nivara stays,1968,9.2,42,Hyderabad,High
Treebo Trend Pratz Inn,2059,8.5,2601,Hyderabad,High
Ramoji Film City- Tara Comfort Hotel,5503,9.3,6289,Hyderabad,High
Qualia Pride Financial District,1315,7.9,266,Hyderabad,Medium
Hotel Kinara Grand Vanasthalipuram,4016,7.8,8968,Hyderabad,Medium
Dhola-Ri-Dhani,5063,6.6,1231,Hyderabad,Medium
"3-Bedroom Elegant and Spacious AC Apartment only for families, Prime Location, Just 100m from Main Road!",3885,8.4,20,Hyderabad,High
Collection O SSR Royal Suites,1301,6.7,678,Hyderabad,Medium
The Golkonda Resort and Spa,14549,8.6,12018,Hyderabad,High
FabHotel Tourist Plaza Kachiguda Railway Station,2617,8.5,1125,Hyderabad,High
Oyster Airport,3360,6.6,102,Hyderabad,Medium
1Bhk-Cozy Home Stay @Filmnagar,2756,9.7,33,Hyderabad,High
FabHotel Prime II Shamshabad,1704,8.3,2325,Hyderabad,High
A Modern & Homely 2 BHK flat in Basheerbagh,2978,9.3,25,Hyderabad,High
Taj Mahal Hotel,6472,8.3,7499,Hyderabad,High
Super Townhouse 176 Rajdhani Residency,1649,7.2,3301,Hyderabad,Medium
Collection O 42514 Venkat Nagar,1654,7.5,5013,Hyderabad,Medium
Hotel The Stem,1849,8.3,140,Hyderabad,High
Eastin Hotels,3701,8,198,Hyderabad,High
New & Stunning 3 BHK KPHB Phase 15,3787,9.7,15,Hyderabad,High
"Hotel Maritan - Hitech City, Hyderabad",2703,7.9,741,Hyderabad,Medium
"Pink 1Bedroom,1Bathroom, for 2 guest",2859,9.7,10,Hyderabad,High
Honey Berg Resort,4073,7.2,1937,Hyderabad,Medium
Hotel Elite By Signature Group,1812,6.9,555,Hyderabad,Medium
Guesthouse with Garden - 1BHK,3752,9.4,7,Hyderabad,High
Ananya Eco Resorts,4034,8,2362,Hyderabad,High
Capital O 12384 Hotel Serene Majestic,2242,8.4,1121,Hyderabad,High
"Valley House 1 - Luxurious 2BHK at P#258,Attapur",3657,9.3,82,Hyderabad,High
RESTEL STUDIO FLATS,2334,6.6,23,Hyderabad,Medium
Hotel Hibiscus Tree- Bachupally,2926,8.3,582,Hyderabad,High
Independent Floor with Greenery View,3746,9.1,11,Hyderabad,High
Saptagiri Deluxe,1400,7.2,12,Hyderabad,Medium
3bhk apartment with 2 Ac,3931,9.3,22,Hyderabad,High
Vazeer Residancy,5486,8.9,165,Hyderabad,High
Explore the real Hyderabad#oldct,3215,9.4,36,Hyderabad,High
Sitara Grand Ameerpet,3917,7.4,2889,Hyderabad,Medium
Borcelle Home stays The Hidden Paradise,3213,9.2,39,Hyderabad,High
Dream Valley Resorts,3572,8.1,16527,Hyderabad,High
Origin Residency,2065,7.1,46,Hyderabad,Medium
Hotel Tara Residency,3618,8.1,221,Hyderabad,High
Gachibowli ‘ House of Color’s’(Susi stays-201)1BHK,2859,9.1,12,Hyderabad,High
Aneesha's Residence,2978,9.1,5,Hyderabad,High
Vjr,2335,7,7,Hyderabad,Medium
Hotel Akoya - HITECH City Hyderabad,4094,8.8,793,Hyderabad,High
Raaga Grand,2086,6.8,1001,Hyderabad,Medium
AweNest Homes - Private 1BHK - CKN102,2361,9.1,12,Hyderabad,High
Hotel Kinara Grand-habsiguda,3749,7.6,9851,Hyderabad,Medium
Mevid Hotels,2894,8.4,152,Hyderabad,High
At Home Suites,5102,6.7,78,Hyderabad,Medium
Elegant Modern peaceful 3BHKFlat,2585,9.3,17,Hyderabad,High
Olive Service Apartments Hitech City,7433,8.3,5,Hyderabad,High
"Lemon Tree Hotel, Gachibowli, Hyderabad",16688,8.7,3869,Hyderabad,High
Oyo 36953 Townhouse Oyo Townhouse,1935,6.9,7,Hyderabad,Medium
Shanthiniketan - Ramoji Film City,5745,8.3,731,Hyderabad,High
Manu’s Retreat - 1BHK,2144,9.3,48,Hyderabad,High
1 Room for 4 Guests OR 2 BHK for 4 to 10 Guests with AC for Families,4815,8.8,69,Hyderabad,High
Click Hotel Shamshabad - Hyderabad Airport,2520,8.2,8,Hyderabad,High
Skyla Serviced Apartments & Suites Jubilee Hills,9817,9.3,1304,Hyderabad,High
Fabhotel Double Tree,2816,7.1,101,Hyderabad,Medium
Tara Comfort - Ramoji Film City,8856,9.4,6305,Hyderabad,High
Itsy By Treebo | Tals Hytek,2043,7.8,6287,Hyderabad,Medium
Collection O Hotel Galaxy,1098,7.9,17,Hyderabad,Medium
Manny's Palace Secunderabad Railway Station,1504,8.3,907,Hyderabad,High
Treebo Trend Hotel VJR,3192,7.9,686,Hyderabad,Medium
OYO Apartments Begumpet,2816,7,7,Hyderabad,Medium
The Leela Hyderabad Banjara Hills,22326,9.2,601,Hyderabad,High
Hotel B plus L,13575,8.6,1080,Hyderabad,High
Oakwood Residence Kapil Hyderabad,21004,8.9,9883,Hyderabad,High
Radisson Blu Plaza Hotel Hyderabad Banjara Hills,24304,8.7,26319,Hyderabad,High
The Park Hyderabad,17186,8.4,26050,Hyderabad,High
Hotel Minerva Grand,4114,7.6,696,Hyderabad,Medium
"Hotel Deccan Serai Grande, Gachibowli, Hyderabad",18442,8.6,575,Hyderabad,High
Nova Pride,2614,6.3,9,Hyderabad,Medium
Ebony Boutique Hotel,5779,7.7,1759,Hyderabad,Medium
"Hotel Ceasta, Next Us Consulate Hyderabad, Gachibowli",2881,8.5,567,Hyderabad,High
FabHotel Siri Inn Hitech City,2991,8.1,1648,Hyderabad,High
Lemonridge Hotels KPHB,3363,,0,Hyderabad,No Rating
Grandeur,1876,6.5,198,Hyderabad,Medium
"The Orange Hotel - Narsingi, Hyderabad",3473,,0,Hyderabad,No Rating
"Lemon Tree Hotel, Banjara Hills, Hyderabad",17225,8.5,4800,Hyderabad,High
FabHotel Pearl City HiTech City,4705,8,3450,Hyderabad,High
Hotel Radhe Pride Hitech City,2699,,0,Hyderabad,No Rating
Hyatt Place Hyderabad Banjara Hills,24190,8.7,14511,Hyderabad,High
Park Hyatt Hyderabad,24600,8.9,21077,Hyderabad,High
"FabHotel RK Suites - Nr US Consulate, Financial District",1274,,0,Hyderabad,No Rating
Barlas Home Stay Luxury 2bhk,1672,9.1,7,Hyderabad,High
Super OYO Collection O 78286 White Ridge Near LB Nagar,1286,,0,Hyderabad,No Rating
Hotel O Film City Hyderabad Formerly RJ Residency,1215,,0,Hyderabad,No Rating
Akoya Business Hotel Hyderabad Airpot,3325,,0,Hyderabad,No Rating
"Casa Hotel, Jubilee Hills",2789,,0,Hyderabad,No Rating
FabHotel Corner Courtyard,1352,,0,Hyderabad,No Rating
Hotel Park Airport Zone Hyderabad,2154,,0,Hyderabad,No Rating
Hotel golden meridian,1607,,0,Hyderabad,No Rating
Comfort Prime,2099,8.4,58,Hyderabad,High
Super Townhouse Kokapet Formerly Aarian Tej Nilayam,1833,,0,Hyderabad,No Rating
Two BHK Fully Furnished Flat - Near Charminar and Salar Jung Museum,2415,10,8,Hyderabad,High
"ITC Kakatiya, a Luxury Collection Hotel, Hyderabad",24780,9,22456,Hyderabad,High
Collection O MG Elite Vanasthalipuram,1999,,0,Hyderabad,No Rating
SPOT ON Hotel Sai Manikanta palace,969,,0,Hyderabad,No Rating
Townhouse Oak Santosh Nagar Hyderabad,1604,,0,Hyderabad,No Rating
Hotel Yellow Bells,1300,,0,Hyderabad,No Rating
SR CONTINENTAL,1292,,0,Hyderabad,No Rating
FabExpress D Grand,1552,,0,Hyderabad,No Rating
Super Oyo Collection O Hotel Blue Petals,1515,,0,Hyderabad,No Rating
Treebo The Living Tree Khairatabad,3982,,0,Hyderabad,No Rating
PPH Living SS Grand,1660,,0,Hyderabad,No Rating
Super Collection O Sanath Nagar Near Railway Station,2233,,0,Hyderabad,No Rating
Hotel Aroma Classic Near Nampally Main Railway station,1222,,0,Hyderabad,No Rating
Collection O Srisailam Highway,1506,,0,Hyderabad,No Rating
Hotel Sudarshan Grand,2985,,0,Hyderabad,No Rating
"Hotel Athome , Whitefields, Kondapur",9764,7.3,155,Hyderabad,Medium
Super OYO Flagship RBS Classic Stay Boduppal,1563,,0,Hyderabad,No Rating
Super OYO Flagship Relax Grand Near Snow World,1289,,0,Hyderabad,No Rating
Super OYO Flagship JVP Hotels,1560,,0,Hyderabad,No Rating
OYO Flagship HOTEL FORTUNE INN,1211,,0,Hyderabad,No Rating
Treebo Trend Seventh Heaven Kukatpally,1691,,0,Hyderabad,No Rating
Collection O Nagole Near Mini Shilparamam Saka Arcade,1471,,0,Hyderabad,No Rating
Super Hotel O Madlen,1354,,0,Hyderabad,No Rating
Hotel Tals Hytek,1959,,0,Hyderabad,No Rating
FabHotel Joy Stayz Nr Hitech City,1865,,0,Hyderabad,No Rating
Super Hotel O Lakdikapul Near Birla Mandir,1677,,0,Hyderabad,No Rating
Rcc Hotel Banjara Hills,3287,,0,Hyderabad,No Rating
Hotel O S L N Grand,1508,,0,Hyderabad,No Rating
Super Townhouse CASA GRAND HIMAYATNAGAR,1986,,0,Hyderabad,No Rating
Hotel Inn,898,,0,Hyderabad,No Rating
Collection O Kukatpally S Palace,1241,,0,Hyderabad,No Rating
Super Townhouse Cherlapally Railway Station Hyderabad,1827,,0,Hyderabad,No Rating
Super OYO Flagship 13636 Hotel Srinika Grand NEAR Shamshabad Airport,1372,,0,Hyderabad,No Rating
Hotel O Priyadarshini Park Formerly Everest Inn,1191,,0,Hyderabad,No Rating
Hotel O SKS Grand Luxury Rooms near by Nagole x Road and Bandlaguda,924,,0,Hyderabad,No Rating
Collection O HOTEL PNR COMFORT KHAIRATABAD,1029,,0,Hyderabad,No Rating
Hotel Naveena grand,3465,,0,Hyderabad,No Rating
Marigold Hotel,20374,9,17485,Hyderabad,High
Townhouse La Vista Inn Grand Hotel,3040,,0,Hyderabad,No Rating
Super Hotel O Madhapur VIP Hills,1749,,0,Hyderabad,No Rating
Townhouse Jp Nagar Miyapur,1659,,0,Hyderabad,No Rating
Super Townhouse B N Reddy Formerly Capitol Stay Inn,2454,,0,Hyderabad,No Rating
Super Townhouse Oak Nagaram Lake Hyderabad,1199,,0,Hyderabad,No Rating
Super Townhouse OAK Owaisi Hospital Mailardevpally Formerly Tolkanti Arc,1782,,0,Hyderabad,No Rating
Hotel O by OYO BLUEMOON,1610,,0,Hyderabad,No Rating
Super Townhouse Vanasthalipuram Near Deer National Park,1379,,0,Hyderabad,No Rating
Hotel Tulips Grand,4031,,0,Hyderabad,No Rating
Collection O THE CROWN HOTEL,1494,,0,Hyderabad,No Rating
Sri Ramanjaneya Nilayam,1680,,0,Hyderabad,No Rating
Alpine Glow Crest,1623,,0,Hyderabad,No Rating
80977E SS Metro Ritz,1744,,0,Hyderabad,No Rating
"Treebo S3 Suites, Manikonda",3772,,0,Hyderabad,No Rating
Grandeur By Orbit Hotels Near Chennai Shopping Mall,1770,,0,Hyderabad,No Rating
80983G RBS Square Langer Houz,1479,,0,Hyderabad,No Rating
Collection O Nadargul Hyderabad,1154,,0,Hyderabad,No Rating
Oyo Flagship 600 Hotel Skyhy Near Lumbini Park,1472,3.5,2,Hyderabad,Low
Townhouse Ameerpet,1795,,0,Hyderabad,No Rating
FabHotel Rooms 27,1897,,0,Hyderabad,No Rating
HOTEL VIRAT INN,2321,,0,Hyderabad,No Rating
Super Townhouse Oak N7 Elite,1401,,0,Hyderabad,No Rating
Capital O 86948 Hotel Sai Balaji,1029,,0,Hyderabad,No Rating
Super Collection O RCC Pristine,2299,,0,Hyderabad,No Rating
SPOT ON Hotel Tillu Grand,1441,,0,Hyderabad,No Rating
Hotel M Grand,2380,,0,Hyderabad,No Rating
Western Banjara,3780,,0,Hyderabad,No Rating
Treebo De Alphabet Nagole,3064,,0,Hyderabad,No Rating
Luxor Park Service Apartment,2457,,0,Hyderabad,No Rating
Hacana Millenium Hotel HITEC City,2240,,0,Hyderabad,No Rating
Hotel O by OYO V Square,1582,,0,Hyderabad,No Rating
Cloud9Homes Serviced Apartments,1810,,0,Hyderabad,No Rating
Collection O Hotel Chirag Stayéèӈ é•éö™æØ,1792,,0,Hyderabad,No Rating
Central 2BHK Premium Apartment,3402,7.2,45,Hyderabad,Medium
FabHotel Frendz - Nr Hitech City Metro Station,1640,,0,Hyderabad,No Rating
Prime Service Apartments,2809,6.7,3,Hyderabad,Medium
SIVA'S PARADISE,2373,,0,Hyderabad,No Rating
"Zivo Stays, Studio Apartments, Jubilee Hills",2100,,0,Hyderabad,No Rating
Collection O Hotel RIO Dilsukhnagar,1429,,0,Hyderabad,No Rating
ROYAL HILLS PREMIUM,3000,,0,Hyderabad,No Rating
Hotel Aerotel,1173,,0,Hyderabad,No Rating
Hotel M Hyatt,1710,,0,Hyderabad,No Rating
Kodali Guest Suites,1839,,0,Hyderabad,No Rating
SPOT ON Gokul Residency Near Secunderabad Railway Station,874,,0,Hyderabad,No Rating
Lohas Blue,2619,,0,Hyderabad,No Rating
Hotel Siri Inn,2692,,0,Hyderabad,No Rating
FabHotel Wild Wings Narsingi,1622,,0,Hyderabad,No Rating
Eastin Dè Royalè,1318,,0,Hyderabad,No Rating
Ellaa Residences,13559,8.5,604,Hyderabad,High
Landcorp hotels,1491,,0,Hyderabad,No Rating
Hotel Mithra Grand,2126,,0,Hyderabad,No Rating
Town Square Suites,6446,,0,Hyderabad,No Rating
Holastay,2099,,0,Hyderabad,No Rating
Ashray - Vintage Homes,2145,,0,Hyderabad,No Rating
OYO 82071 HOTEL SITA Grand,1162,,0,Hyderabad,No Rating
FabExpress Airport Stay Inn,1588,,0,Hyderabad,No Rating
Luxurious Duplex Villa 1,3035,,0,Hyderabad,No Rating
"3. Midtown-1bhk, Near Aig, Hitechcity(prepaid Homes)",2363,6,3,Hyderabad,Medium
Hotel Brundavan Homes,2268,,0,Hyderabad,No Rating
2 BHK Fully Furnished in Kukatpally #201,2654,,0,Hyderabad,No Rating
Rendezvous,3359,,0,Hyderabad,No Rating
Homewood Suites ( Service Apartments),1889,,0,Hyderabad,No Rating
Dash Hotels - Affordable Luxury,3043,,0,Hyderabad,No Rating
Olive Service Apartments Gachibowli,7251,,0,Hyderabad,No Rating
Havenory Homestay by GRV Group L2 3BHK AC,3675,,0,Hyderabad,No Rating
KPHB Phase 15 New Stunning 3 BHK - 3rd Floor,3439,8.3,3,Hyderabad,High
Your Home Away from Home Mee Homes 2BHK Family Apartment,3511,9.3,3,Hyderabad,High
Mee Homes Hitech city,3511,,0,Hyderabad,No Rating
Cozy and classy,1155,,0,Hyderabad,No Rating
3 BHK Non-AC for 4 to 10 Guests for Families,4256,,0,Hyderabad,No Rating
KPHB Phase 15 New Stunning 3 BHK - 2nd Floor,3760,4,2,Hyderabad,Low
KPHB Phase 15 New Stunning 3 BHK - 4th Floor,3842,10,2,Hyderabad,High
Home Nest,2520,,0,Hyderabad,No Rating
SPOT ON Pnd Complex,1228,,0,Hyderabad,No Rating
"Hotel Orchid Suites Kokapet, Business Hotel",3308,,0,Hyderabad,No Rating
Marigold By Greenpark,24785,9.3,3732,Hyderabad,High
Eeshu Stays,4028,,0,Hyderabad,No Rating
Just Launched Ultra Luxury 3 BHK Next to Main Road,4163,10,1,Hyderabad,High
The Majestic,1948,,0,Hyderabad,No Rating
Ayana Resorts,4578,,0,Hyderabad,No Rating
Courtyard by Marriott Hyderabad,26314,8.8,8192,Hyderabad,High
Mk Suites,1859,,0,Hyderabad,No Rating
Hotel Urban Sleep Airport Zone,1305,,0,Hyderabad,No Rating
"Farm Stay Resort - Shamirpet, Hyderabad",4549,,0,Hyderabad,No Rating
Mrugavani Resort & Spa,5375,,0,Hyderabad,No Rating
Vov Stays,1301,,0,Hyderabad,No Rating
"Hotel New Maruthi Inn, Lb Nagar",1873,,0,Hyderabad,No Rating
Nest Quest,3675,,0,Hyderabad,No Rating
Fabhotel Prime Cloud 5 Studios,3308,,0,Hyderabad,No Rating
Hotel Saaradhi Grand,2020,,0,Hyderabad,No Rating
Hotel Elite Swagath Grand,1616,,0,Hyderabad,No Rating
Hotel M.n Residency,1323,,0,Hyderabad,No Rating
Elite Hotel HITECH,1818,,0,Hyderabad,No Rating
The Livin Jubilee,4288,,0,Hyderabad,No Rating
Hotel Sriveda,1350,,0,Hyderabad,No Rating
Townhouse Melody Mings,1495,,0,Hyderabad,No Rating
Clapping Leaves Resort,5292,8.2,30,Hyderabad,High
Bedchambers Serviced Apartments - Jubilee Hills,2311,,0,Hyderabad,No Rating
FabHotel VSR International,1281,,0,Hyderabad,No Rating
Monday Premium Madhapur,2937,,0,Hyderabad,No Rating
Golden Premier Luxury Hotel Near Sr Nagar,1284,,0,Hyderabad,No Rating
Hotel Landridge - HITECH City Hyderabad,2053,,0,Hyderabad,No Rating
Duplex Hotel,4555,,0,Hyderabad,No Rating
White Fern Stays Serviced Apartments - Gachibowli,2717,,0,Hyderabad,No Rating
Orion Elegant Luxury Apartments,4465,,0,Hyderabad,No Rating
Hyatt Hyderabad Gachibowli,27383,8.6,12703,Hyderabad,High
Singhana Haveli By Dhola Ri Dhani,3152,,0,Hyderabad,No Rating
Cyber Heights,2362,,0,Hyderabad,No Rating
Grand Manor Suites,2579,,0,Hyderabad,No Rating
Ruby Pride Luxury,2819,,0,Hyderabad,No Rating
Sheraton Hyderabad Hotel,29500,9,19622,Hyderabad,High
Hotel Br Classic,1377,,0,Hyderabad,No Rating
Sri Sai Regency,1398,,0,Hyderabad,No Rating
Destino By INR Suites,1650,,0,Hyderabad,No Rating
Welcomheritage Pragati Resorts,6723,,0,Hyderabad,No Rating
Sri Krishna,784,,0,Hyderabad,No Rating
Hotel Royal Suites And Rooms,1451,,0,Hyderabad,No Rating
Luxurious Duplex-Himayath nagar,5131,,0,Hyderabad,No Rating
3bhk Luxory Flat In Madhapur,4520,,0,Hyderabad,No Rating
Monday Hotels Hitec City,3426,,0,Hyderabad,No Rating
Hotel Shubham Celebrations-Miyapur,3075,,0,Hyderabad,No Rating
Royal Suite 3 Bhk furnished @Banjara Hills Rd 12,5613,,0,Hyderabad,No Rating
Viera Elite,2375,,0,Hyderabad,No Rating
Hotel Mithra Grand Airportzone,1875,,0,Hyderabad,No Rating
FabHotel Veda Inn,1500,,0,Hyderabad,No Rating
Taj Krishna Hyderabad,31860,9,25965,Hyderabad,High
OYO Devi Residency Near Mahakali Temple,1632,,0,Hyderabad,No Rating
THE METRO INTERNATIONAL HOTEL,1426,,0,Hyderabad,No Rating
FabHotel Aashray,1558,,0,Hyderabad,No Rating
OYO Stay Happy,1795,,0,Hyderabad,No Rating
Oyo 829132 Hotel D Groups,1715,,0,Hyderabad,No Rating
Hotel Bright Airport Zone Shamshabad,805,,0,Hyderabad,No Rating
Oyo 827407 Ftl Kachiguda,1374,,0,Hyderabad,No Rating
Super Townhouse Oak L B Nagar Metro Station,1362,,0,Hyderabad,No Rating
Oyo Flagship Sri Nirvana Edge,1992,,0,Hyderabad,No Rating
Hotel La Sky Boutique Airport Zone Hyderabad,713,,0,Hyderabad,No Rating
Oyo 826486 Hotel Spg Grand Hitech City,1665,,0,Hyderabad,No Rating
Fabhotel Ab7 Stays,1547,,0,Hyderabad,No Rating
Alekhya Resorts,2811,,0,Hyderabad,No Rating
Hotel O Shamshabad Formerly Gs International,1445,,0,Hyderabad,No Rating
SkyView Penthouse MEE Homes near Hitech City,3511,9.5,2,Hyderabad,High
Fresh Living Service Apartments,1877,,0,Hyderabad,No Rating
The Altruist One Continent,4218,,0,Hyderabad,No Rating
Super Townhouse Shamshabad Near Airport,1155,,0,Hyderabad,No Rating
Townhouse Hotel Rio,1347,,0,Hyderabad,No Rating
Oyo Flagship Fort Palace,1473,,0,Hyderabad,No Rating
Collection O Rcc Marvel,2498,,0,Hyderabad,No Rating
Hotel Namaha,1581,,0,Hyderabad,No Rating
Oyo 824733 Metro Inn,2161,,0,Hyderabad,No Rating
Sitara Residency Ameerpet,2841,,0,Hyderabad,No Rating
Jubilee Festa Inn,4031,,0,Hyderabad,No Rating
Prince Residency Hyderabad,813,,0,Hyderabad,No Rating
Itsy By Treebo - Sunrise Grand,1622,,0,Hyderabad,No Rating
THE CITY PARK HOTEl,3542,,0,Hyderabad,No Rating
Hotel Fortune Heights,806,,0,Hyderabad,No Rating
Hotel O D Suites,3095,,0,Hyderabad,No Rating
Dilkush House,5454,,0,Hyderabad,No Rating
FabHotel Lio7 Grand,2067,,0,Hyderabad,No Rating
FabHotel VGR Comforts - Nr Khairtabad Metro Station,1678,,0,Hyderabad,No Rating
Super Hotel O Saibaba Temple Chintal Formerly Himagiri Luxury Room,1508,,0,Hyderabad,No Rating
Skyla Serviced Apartments - Gachibowli,7741,,0,Hyderabad,No Rating
HOTEL O TOP INN,1164,,0,Hyderabad,No Rating
Super Collection O Suncity,1263,,0,Hyderabad,No Rating
Capital O Hotel Samrat Palace Near Nampally Station,994,,0,Hyderabad,No Rating
Fabhotel Unique Home Stays,2065,,0,Hyderabad,No Rating
Istayhotels Jubilee Hills Hyderabad,3375,,0,Hyderabad,No Rating
luxurious rooms reasonable price,1114,,0,Hyderabad,No Rating
Oyo 89107 Royal Stay,2197,,0,Hyderabad,No Rating
Hotel O 11 Eleven,917,,0,Hyderabad,No Rating
Hotel Srirama Inn,1529,,0,Hyderabad,No Rating
Borcelle Home Stays,2771,9.5,2,Hyderabad,High
Super Oyo Silverkey Executive Stays 817917 Hotel Town Home,1274,,0,Hyderabad,No Rating
3 Bhk For Friends And Families (302),1336,,0,Hyderabad,No Rating
"Stylish: 3br Fully Equipped Apt At P#214, Attapur",3305,,0,Hyderabad,No Rating
"Hotel Shresta Luxury Rooms, Nizampet Hightensionln",1448,,0,Hyderabad,No Rating
"Home to explore Food, History & Shopping",3190,,0,Hyderabad,No Rating
Hotel O Hanuma Residency,813,,0,Hyderabad,No Rating
Tree Inn,3322,,0,Hyderabad,No Rating
ORION Studio service Apartments,3308,,0,Hyderabad,No Rating
White Ridge Hotel Banjara Hills,17397,,0,Hyderabad,No Rating
Hotel Svr Luxury Rooms,2093,,0,Hyderabad,No Rating
"Red Fox Hotel, Hitech city, Hyderabad",33419,8.6,7040,Hyderabad,High
The Westin Hyderabad Mindspace,43660,9,24153,Hyderabad,High
Trident Hotel Hyderabad,42480,9.3,21338,Hyderabad,High
Novotel Hyderabad Airport,46609,9,30719,Hyderabad,High
Taj Falaknuma Palace Hyderabad,46298,9.4,15891,Hyderabad,High
Lemon Tree Premier Hitec City Hyderabad,46811,8.5,7388,Hyderabad,High
"ITC Kohenur, A Luxury Collection",49560,9.3,34233,Hyderabad,High
Radisson Hyderabad Hitec City,53631,8.2,23530,Hyderabad,High
Holiday Inn Express Kolkata New Town By Ihg,7611,,0,Kolkata,No Rating
Shila International,1624,7.1,427,Kolkata,Medium
Hotel Angina,1205,6.2,980,Kolkata,Medium
Treebo Trend Green View,1186,7.7,4825,Kolkata,Medium
Monotel,3633,8.3,7836,Kolkata,High
The LaLiT Great Eastern Kolkata,7977,8.9,24279,Kolkata,High
Southern Plaza,3424,7.1,801,Kolkata,Medium
Regenta Orkos Kolkata by Royal Orchid Hotels Limited,5759,7.8,7050,Kolkata,Medium
Hotel Holiday Express,1288,8,375,Kolkata,High
Polo Floatel Kolkata,5250,8.7,4169,Kolkata,High
Lytton Hotel,4685,7.3,2527,Kolkata,Medium
OYO Hotel Maruti Lodging,1127,7.1,533,Kolkata,Medium
Golden Parkk Hotel,4925,7.6,2660,Kolkata,Medium
"Holiday Inn Express Kolkata Airport, an IHG Hotel",6525,8.7,6592,Kolkata,High
ibis Kolkata Rajarhat,4620,8.6,14338,Kolkata,High
FabHotel De Sivalika Howrah,1408,7.5,1604,Kolkata,Medium
Crest Inn,1488,7.6,526,Kolkata,Medium
Hotel O Prime International,738,8.7,41,Kolkata,High
Hotel Executive Tower,3009,7.6,1276,Kolkata,Medium
"Pride Plaza Hotel, Kolkata",4401,8.7,27574,Kolkata,High
Park Prime Kolkata,6872,8.3,3103,Kolkata,High
Hotel Vip International,1366,8,7177,Kolkata,High
Hotel Senses,4714,8,4965,Kolkata,High
Fairfield by Marriott Kolkata,8518,8.8,9516,Kolkata,High
Siamton Inn- A Cygnett Collection,6069,8.3,2232,Kolkata,High
FabExpress Step Inn,1123,8.4,1130,Kolkata,High
Viceroy Boutique Hotel,3476,7.7,1622,Kolkata,Medium
OYO Trisha Guest House,1001,7.4,1646,Kolkata,Medium
Roland Hotel,3213,8.1,2322,Kolkata,High
Vedic Village Spa Resort Kolkata,4074,8.2,21281,Kolkata,High
Capital Guest House,756,5.3,1002,Kolkata,Medium
Ghosh homestay 8,548,9.3,27,Kolkata,High
Hotel O2 Oxygen,4860,7.5,90,Kolkata,Medium
OYO Tranquil Stay,1800,8.7,441,Kolkata,High
OYO ARV Hotels,886,4.3,23,Kolkata,Low
Super Townhouse 229 Hotel Mannat International Near Science City Topsia Biswa Bangla Mela Pranga,1915,6.7,5429,Kolkata,Medium
Hotel O Sigma,1194,6.3,915,Kolkata,Medium
Novotel Kolkata - Hotel & Residences,7190,9.1,47940,Kolkata,High
Itsy By Treebo - Transit Express,1585,7.8,1332,Kolkata,Medium
Hotel Aston,1510,7.6,171,Kolkata,Medium
Hotel South Fern,1251,7.2,356,Kolkata,Medium
Treebo Trend Mangalam,1719,8.5,180,Kolkata,High
"Lemon Tree Premier, New Town, Kolkata",5144,8.7,4271,Kolkata,High
Hotel King's Crown,2204,7.1,784,Kolkata,Medium
Goroomgo The Grand Inn Ruby Kolkata,882,8,8,Kolkata,High
Vivanta Kolkata EM Bypass,12272,8.9,16610,Kolkata,High
Hotel Platinum,1384,7.7,945,Kolkata,Medium
The Park Kolkata,11167,8.5,27031,Kolkata,High
"Hotel Hindusthan International, Kolkata",7975,7.7,2330,Kolkata,Medium
OYO Hr Inn Near City Centre Salt Lake,1145,8.8,97,Kolkata,High
Housez 43,3111,7.6,225,Kolkata,Medium
Hotel Lee International,2193,7.2,1678,Kolkata,Medium
Babul Hotel,1113,7.1,987,Kolkata,Medium
Townhouse Park Circus - Formerly Acme,1782,6.5,3387,Kolkata,Medium
Goroomgo Kiran Guest House Kolkata,999,7.1,227,Kolkata,Medium
FabExpress Nest,1647,8.2,1165,Kolkata,High
Akash Deep,1493,7.4,68,Kolkata,Medium
The Avenue Hotel Ballygunge,1585,7.5,198,Kolkata,Medium
Adri Hotels Near Dum Dum Metro Station,1031,8.3,384,Kolkata,High
